"product_name","sales_per_quantity","order_date"
"Cisco CP-7937G Unified IP Conference Station Phone","347.85","2017-01-02"
"Cisco Desktop Collaboration Experience DX650 IP Video Phone","77.16","2017-06-11"
"Cisco IP Phone 7961G-GE VoIP phone","129.948","2017-09-10"
"Cisco Small Business SPA 502G VoIP phone","61.542","2017-10-26"
"Cisco SPA 502G IP Phone","95.96","2017-04-04"
"Cisco SPA112 2 Port Phone Adapter","43.96","2017-12-01"
"Cisco SPA301","124.792","2017-07-29"
"Cisco SPA301","124.79199999999999","2017-12-07"
"Cisco SPA508G","39.594","2017-07-13"
"Cisco SPA508G","65.99","2017-09-02"
"Cisco SPA525G2 IP Phone - Wireless","11.969999999999999","2017-03-10"
"Cisco SPA525G2 IP Phone - Wireless","19.95","2017-03-17"
"Clarity 53712","65.99","2017-06-16"
"Clarity 53712","52.791999999999994","2017-10-12"
"Clear Mylar Reinforcing Strips","14.952","2017-01-29"
"Clear Mylar Reinforcing Strips","5.607","2017-09-22"
"Clear Mylar Reinforcing Strips","14.952","2017-12-11"
"ClearOne CHATAttach 160 - speaker phone","619.99","2017-12-02"
"ClearOne Communications CHAT 70 OC Speaker Phone","127.19200000000001","2017-06-08"
"ClearOne Communications CHAT 70 OC Speaker Phone","127.192","2017-10-31"
"Clearsounds A400","52.792","2017-03-25"
"ClearSounds CSC500 Amplified Spirit Phone Corded phone","55.992","2017-09-16"
"Col-Erase Pencils with Erasers","4.864","2017-03-13"
"Col-Erase Pencils with Erasers","6.079999999999999","2017-12-10"
"Color-Coded Legal Exhibit Labels","4.91","2017-04-09"
"Color-Coded Legal Exhibit Labels","4.91","2017-04-29"
"Colored Envelopes","2.952","2017-03-21"
"Colored Envelopes","2.952","2017-08-13"
"Colored Envelopes","2.952","2017-11-02"
"Colored Push Pins","1.81","2017-04-24"
"Coloredge Poster Frame","14.200000000000001","2017-11-20"
"Coloredge Poster Frame","14.2","2017-11-23"
"Colorific Watercolor Pencils","4.128","2017-10-03"
"Commercial WindTunnel Clean Air Upright Vacuum  Replacement Belts  Filtration Bags","0.778","2017-09-11"
"Commercial WindTunnel Clean Air Upright Vacuum  Replacement Belts  Filtration Bags","3.89","2017-09-30"
"Compact Automatic Electric Letter Opener","119.31","2017-04-16"
"Compact Automatic Electric Letter Opener","119.31","2017-05-12"
"Compact Automatic Electric Letter Opener","95.448","2017-09-25"
"Companion Letter/Legal File  Black","37.76","2017-08-20"
"Companion Letter/Legal File  Black","37.76","2017-11-18"
"Computer Printout Index Tabs","0.33599999999999997","2017-12-28"
"Computer Printout Paper with Letter-Trim Fine Perforations","47.9","2017-04-09"
"Computer Printout Paper with Letter-Trim Perforations","18.97","2017-10-06"
"Computer Room Manger  14","25.984","2017-04-20"
"Computer Room Manger  14","25.983999999999998","2017-10-28"
"Conquest 14 Commercial Heavy-Duty Upright Vacuum  Collection System  Accessory Kit","56.96","2017-10-06"
"Contemporary Borderless Frame","8.61","2017-11-30"
"Contemporary Wood/Metal Frame","12.927999999999999","2017-06-19"
"Contemporary Wood/Metal Frame","6.464","2017-11-23"
"Contico 72H Heavy-Duty Storage System","40.98","2017-09-15"
"Contract Clock  14  Brown","8.792","2017-07-20"
"Contract Clock  14  Brown","21.98","2017-08-18"
"Contract Clock  14  Brown","17.584","2017-12-10"
"Convenience Packs of Business Envelopes","2.896","2017-08-27"
"Convenience Packs of Business Envelopes","3.6199999999999997","2017-09-18"
"Convenience Packs of Business Envelopes","3.6199999999999997","2017-12-10"
"Crate-A-Files","8.72","2017-03-04"
"Crate-A-Files","10.9","2017-09-02"
"Crate-A-Files","10.9","2017-10-19"
"Crate-A-Files","8.72","2017-12-22"
"Crayola Anti Dust Chalk  12/Pack","1.82","2017-01-30"
"Crayola Anti Dust Chalk  12/Pack","1.456","2017-07-16"
"Crayola Anti Dust Chalk  12/Pack","1.456","2017-09-04"
"Crayola Anti Dust Chalk  12/Pack","1.8199999999999998","2017-11-24"
"Crayola Colored Pencils","3.28","2017-07-08"
"Crayola Colored Pencils","2.6239999999999997","2017-07-14"
"Crayola Colored Pencils","2.624","2017-12-09"
"Cubify CubeX 3D Printer Double Head Print","2399.992","2017-04-01"
"Cubify CubeX 3D Printer Triple Head Print","1999.995","2017-11-04"
"Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple","2.97","2017-06-02"
"Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple","3.96","2017-11-12"
"Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple","4.95","2017-12-28"
"Cyber Acoustics AC-202b Speech Recognition Stereo Headset","10.392","2017-12-05"
"Cyber Acoustics AC-202b Speech Recognition Stereo Headset","12.99","2017-12-10"
"Dana Halogen Swing-Arm Architect Lamp","32.776","2017-09-28"
"Dana Swing-Arm Lamps","8.544","2017-06-12"
"DataProducts Ampli Magnifier Task Lamp  Black ","27.060000000000002","2017-09-07"
"DataProducts Ampli Magnifier Task Lamp  Black ","27.060000000000002","2017-11-26"
"DAX Black Cherry Wood-Tone Poster Frame","26.48","2017-03-28"
"DAX Black Cherry Wood-Tone Poster Frame","10.592","2017-09-08"
"DAX Charcoal/Nickel-Tone Document Frame  5 x 7","9.48","2017-01-14"
"DAX Charcoal/Nickel-Tone Document Frame  5 x 7","7.584","2017-08-21"
"DAX Charcoal/Nickel-Tone Document Frame  5 x 7","9.48","2017-12-18"
"Dax Clear Box Frame","8.73","2017-10-02"
"Dax Clear Box Frame","3.4920000000000004","2017-10-13"
"Dax Clear Box Frame","8.73","2017-11-06"
"Dax Clear Box Frame","8.73","2017-11-11"
"DAX Clear Channel Poster Frame","14.580000000000002","2017-10-05"
"DAX Copper Panel Document Frame  5 x 7 Size","12.58","2017-06-19"
"DAX Copper Panel Document Frame  5 x 7 Size","12.58","2017-09-07"
"DAX Cubicle Frames - 8x10","5.77","2017-09-02"
"DAX Cubicle Frames - 8x10","5.77","2017-11-16"
"DAX Cubicle Frames  8-1/2 x 11","8.57","2017-05-12"
"DAX Executive Solid Wood Document Frame  Desktop or Hang  Mahogany  5 x 7","12.58","2017-01-28"
"DAX Executive Solid Wood Document Frame  Desktop or Hang  Mahogany  5 x 7","12.58","2017-06-29"
"DAX Executive Solid Wood Document Frame  Desktop or Hang  Mahogany  5 x 7","12.58","2017-08-21"
"DAX Metal Frame  Desktop  Stepped-Edge","20.24","2017-08-18"
"DAX Metal Frame  Desktop  Stepped-Edge","8.096","2017-10-30"
"DAX Natural Wood-Tone Poster Frame","26.48","2017-03-23"
"DAX Two-Tone Rosewood/Black Document Frame  Desktop  5 x 7","9.48","2017-04-23"
"DAX Two-Tone Rosewood/Black Document Frame  Desktop  5 x 7","9.48","2017-09-15"
"DAX Two-Tone Rosewood/Black Document Frame  Desktop  5 x 7","9.48","2017-12-16"
"DAX Two-Tone Silver Metal Document Frame","20.24","2017-09-07"
"DAX Two-Tone Silver Metal Document Frame","20.24","2017-10-12"
"DAX Two-Tone Silver Metal Document Frame","16.192","2017-12-03"
"DAX Value U-Channel Document Frames  Easel Back","4.97","2017-01-29"
"DAX Value U-Channel Document Frames  Easel Back","1.988","2017-04-26"
"DAX Value U-Channel Document Frames  Easel Back","4.97","2017-08-18"
"DAX Wood Document Frame","20.104","2017-04-17"
"DAX Wood Document Frame","13.73","2017-05-28"
"DAX Wood Document Frame","13.73","2017-08-12"
"DAX Wood Document Frame","13.73","2017-11-26"
"DAX Wood Document Frame","25.13","2017-12-13"
"DAX Wood Document Frame","13.73","2017-12-23"
"DAX Wood Document Frame.","10.984","2017-10-20"
"DAX Wood Document Frame.","13.729999999999999","2017-12-07"
"Decoflex Hanging Personal Folder File","15.42","2017-11-06"
"Decoflex Hanging Personal Folder File  Blue","12.336","2017-09-08"
"Decoflex Hanging Personal Folder File  Blue","15.42","2017-11-18"
"Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting","105.34","2017-10-23"
"Deflect-o DuraMat Lighweight  Studded  Beveled Mat for Low Pile Carpeting","42.65","2017-04-01"
"Deflect-o EconoMat Nonstudded  No Bevel Mat","51.65","2017-11-13"
"Deflect-o EconoMat Studded  No Bevel Mat for Low Pile Carpeting","41.32","2017-08-03"
"Deflect-o EconoMat Studded  No Bevel Mat for Low Pile Carpeting","33.056","2017-09-09"
"Deflect-o Glass Clear Studded Chair Mats","62.18","2017-12-17"
"Deflect-o RollaMat Studded  Beveled Mat for Medium Pile Carpeting","73.784","2017-02-11"
"Deflect-o RollaMat Studded  Beveled Mat for Medium Pile Carpeting","92.23","2017-06-24"
"Deflect-o RollaMat Studded  Beveled Mat for Medium Pile Carpeting","36.892","2017-07-05"
"Deflect-o RollaMat Studded  Beveled Mat for Medium Pile Carpeting","92.23","2017-07-14"
"Deflect-o RollaMat Studded  Beveled Mat for Medium Pile Carpeting","73.784","2017-11-28"
"Deflect-o SuperTray Unbreakable Stackable Tray  Letter  Black","29.18","2017-07-08"
"Deluxe Chalkboard Eraser Cleaner","11.55","2017-03-18"
"Deluxe Heavy-Duty Vinyl Round Ring Binder","6.876","2017-06-21"
"Deluxe Heavy-Duty Vinyl Round Ring Binder","4.584","2017-11-11"
"Deluxe Heavy-Duty Vinyl Round Ring Binder","18.336","2017-12-19"
"Deluxe Rollaway Locking File with Drawer","332.704","2017-04-20"
"Deluxe Rollaway Locking File with Drawer","332.704","2017-10-20"
"Deluxe Rollaway Locking File with Drawer","415.88000000000005","2017-11-17"
"Design Ebony Sketching Pencil","1.1119999999999999","2017-10-01"
"Design Ebony Sketching Pencil","1.39","2017-12-22"
"Desktop 3-Pocket Hot File","43.28","2017-03-11"
"Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black","35.094","2017-07-21"
"Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black","58.49","2017-12-11"
"Digium D40 VoIP phone","103.192","2017-03-06"
"Digium D40 VoIP phone","128.99","2017-07-09"
"Digium D40 VoIP phone","103.192","2017-10-08"
"Digium D40 VoIP phone","77.394","2017-10-19"
"Disposable Triple-Filter Dust Bags","4.37","2017-02-20"
"Dixon My First Ticonderoga Pencil  #2","5.8500000000000005","2017-05-30"
"DIXON Oriole Pencils","2.064","2017-09-04"
"DIXON Oriole Pencils","2.064","2017-11-13"
"DIXON Oriole Pencils","2.58","2017-11-25"
"Dixon Prang Watercolor Pencils  10-Color Set with Brush","4.26","2017-06-15"
"Dixon Ticonderoga Core-Lock Colored Pencils","9.11","2017-05-06"
"Dixon Ticonderoga Core-Lock Colored Pencils","9.11","2017-10-22"
"Dixon Ticonderoga Core-Lock Colored Pencils  48-Color Set","29.24","2017-02-17"
"DIXON Ticonderoga Erasable Checking Pencils","4.4639999999999995","2017-12-04"
"Dixon Ticonderoga Erasable Colored Pencil Set  12-Color","5.9799999999999995","2017-04-11"
"Dixon Ticonderoga Maple Cedar Pencil  #2","3.0700000000000003","2017-11-12"
"Dixon Ticonderoga Pencils","2.98","2017-03-19"
"DMI Arturo Collection Mission-style Design Wood Chair","105.68599999999999","2017-04-20"
"DMI Arturo Collection Mission-style Design Wood Chair","120.78399999999999","2017-09-10"
"DMI Arturo Collection Mission-style Design Wood Chair","105.68599999999999","2017-12-01"
"DMI Arturo Collection Mission-style Design Wood Chair","135.882","2017-12-24"
"DMI Arturo Collection Mission-style Design Wood Chair","150.98","2017-12-29"
"DMI Eclipse Executive Suite Bookcases","400.784","2017-06-25"
"DMI Eclipse Executive Suite Bookcases","119.83300000000001","2017-11-25"
"Document Clip Frames","8.34","2017-11-02"
"Dot Matrix Printer Tape Reel Labels  White  5000/Box","98.31","2017-07-08"
"Dot Matrix Printer Tape Reel Labels  White  5000/Box","78.648","2017-09-24"
"Dual Level  Single-Width Filing Carts","124.048","2017-01-02"
"Dual Level  Single-Width Filing Carts","155.06","2017-03-16"
"Dual Level  Single-Width Filing Carts","155.06","2017-06-30"
"Durable Pressboard Binders","3.0399999999999996","2017-10-09"
"DXL Angle-View Binders with Locking Rings  Black","4.792","2017-05-12"
"DXL Angle-View Binders with Locking Rings  Black","4.792","2017-12-24"
"DXL Angle-View Binders with Locking Rings by Samsill","7.71","2017-01-30"
"DXL Angle-View Binders with Locking Rings by Samsill","6.168","2017-03-09"
"DXL Angle-View Binders with Locking Rings by Samsill","2.313","2017-05-04"
"DXL Angle-View Binders with Locking Rings by Samsill","6.168","2017-08-24"
"DXL Angle-View Binders with Locking Rings by Samsill","6.168","2017-08-27"
"DYMO CardScan Personal V9 Business Card Scanner","47.997","2017-11-10"
"DYMO CardScan Personal V9 Business Card Scanner","159.99","2017-12-24"
"Easy-staple paper","11.340000000000002","2017-03-02"
"Easy-staple paper","28.352","2017-03-20"
"Easy-staple paper","35.44","2017-04-06"
"Easy-staple paper","28.352","2017-06-08"
"Easy-staple paper","12.28","2017-06-09"
"Easy-staple paper","19.33","2017-07-08"
"Easy-staple paper","8.112","2017-09-07"
"Easy-staple paper","35.44","2017-09-17"
"Easy-staple paper","21.104","2017-10-13"
"Easy-staple paper","9.824","2017-10-19"
"Easy-staple paper","8.112","2017-10-27"
"Easy-staple paper","55.98","2017-11-05"
"Easy-staple paper","14.347999999999999","2017-11-06"
"Easy-staple paper","4.9799999999999995","2017-12-09"
"Eaton Premium Continuous-Feed Paper  25% Cotton  Letter Size  White  1000 Shts/Box","55.48","2017-03-21"
"Eaton Premium Continuous-Feed Paper  25% Cotton  Letter Size  White  1000 Shts/Box","55.48","2017-09-12"
"Eaton Premium Continuous-Feed Paper  25% Cotton  Letter Size  White  1000 Shts/Box","55.48","2017-11-05"
"Eaton Premium Continuous-Feed Paper  25% Cotton  Letter Size  White  1000 Shts/Box","44.384","2017-11-28"
"Eberhard Faber 3 1/2 Golf Pencils","5.952","2017-03-13"
"Eberhard Faber 3 1/2 Golf Pencils","7.44","2017-05-14"
"Eberhard Faber 3 1/2 Golf Pencils","5.952","2017-08-27"
"Eberhard Faber 3 1/2 Golf Pencils","7.44","2017-09-10"
"Economy #2 Pencils","2.66","2017-10-17"
"Economy Binders","1.6640000000000001","2017-03-06"
"Economy Binders","1.456","2017-12-09"
"Economy Rollaway Files","165.2","2017-07-30"
"Economy Rollaway Files","132.16","2017-12-24"
"Eldon 200 Class Desk Accessories","6.28","2017-05-25"
"Eldon 200 Class Desk Accessories","5.024","2017-07-25"
"Eldon 200 Class Desk Accessories","6.28","2017-11-27"
"Eldon 200 Class Desk Accessories  Burgundy","5.024","2017-06-03"
"Eldon 200 Class Desk Accessories  Burgundy","6.28","2017-07-14"
"Eldon 200 Class Desk Accessories  Burgundy","5.024","2017-09-02"
"Eldon 200 Class Desk Accessories  Smoke","6.28","2017-07-10"
"Eldon 200 Class Desk Accessories  Smoke","6.28","2017-10-23"
"Eldon 300 Class Desk Accessories  Black","4.95","2017-06-06"
"Eldon 400 Class Desk Accessories  Black Carbon","8.75","2017-05-27"
"Eldon 400 Class Desk Accessories  Black Carbon","8.75","2017-10-23"
"Eldon 400 Class Desk Accessories  Black Carbon","8.75","2017-12-14"
"Eldon 400 Class Desk Accessories  Black Carbon","7","2017-12-25"
"Eldon Advantage Chair Mats for Low to Medium Pile Carpets","43.31","2017-05-02"
"Eldon Advantage Foldable Chair Mats for Low Pile Carpets","54.199999999999996","2017-04-21"
"Eldon Advantage Foldable Chair Mats for Low Pile Carpets","21.68","2017-09-03"
"Eldon Antistatic Chair Mats for Low to Medium Pile Carpets","105.29","2017-02-02"
"Eldon Antistatic Chair Mats for Low to Medium Pile Carpets","105.29","2017-06-26"
"Eldon Antistatic Chair Mats for Low to Medium Pile Carpets","105.29","2017-07-09"
"Eldon Cleatmat Chair Mats for Medium Pile Carpets","22.2","2017-02-03"
"Eldon Cleatmat Chair Mats for Medium Pile Carpets","22.2","2017-04-20"
"Eldon Delta Triangular Chair Mat  52 x 58  Clear","30.343999999999998","2017-07-27"
"Eldon Delta Triangular Chair Mat  52 x 58  Clear","37.93","2017-12-24"
"Eldon Executive Woodline II Cherry Finish Desk Accessories","16.356","2017-05-29"
"Eldon Expressions Desk Accessory  Wood Photo Frame  Mahogany","15.232","2017-10-21"
"Eldon Expressions Desk Accessory  Wood Photo Frame  Mahogany","7.616","2017-11-12"
"Eldon Expressions Punched Metal & Wood Desk Accessories  Black & Cherry","7.504","2017-03-27"
"Eldon Expressions Punched Metal & Wood Desk Accessories  Black & Cherry","9.38","2017-04-08"
"Eldon Expressions Punched Metal & Wood Desk Accessories  Black & Cherry","7.5040000000000004","2017-09-16"
"Eldon Expressions Punched Metal & Wood Desk Accessories  Pewter & Cherry","8.512","2017-09-09"
"Eldon Expressions Wood and Plastic Desk Accessories  Cherry Wood","6.98","2017-01-16"
"Eldon Expressions Wood and Plastic Desk Accessories  Cherry Wood","6.98","2017-12-05"
"Eldon Expressions Wood Desk Accessories  Oak","7.38","2017-03-21"
"Eldon Expressions Wood Desk Accessories  Oak","2.952","2017-06-12"
"Eldon Expressions Wood Desk Accessories  Oak","5.904","2017-10-02"
"Eldon Expressions Wood Desk Accessories  Oak","7.38","2017-12-10"
"Eldon Fold N Roll Cart System","13.98","2017-01-07"
"Eldon Gobal File Keepers","15.139999999999999","2017-06-03"
"Eldon Gobal File Keepers","15.14","2017-10-30"
"Eldon Gobal File Keepers","15.14","2017-12-09"
"Eldon Image Series Black Desk Accessories","3.312","2017-11-02"
"Eldon Image Series Black Desk Accessories","4.14","2017-11-16"
"Eldon Image Series Desk Accessories  Burgundy","7.692","2017-02-16"
"Eldon Image Series Desk Accessories  Burgundy","4.18","2017-09-12"
"Eldon Image Series Desk Accessories  Burgundy","4.18","2017-11-28"
"Eldon Image Series Desk Accessories  Burgundy","3.344","2017-12-03"
"Eldon Imàge Series Desk Accessories  Clear","3.888","2017-04-23"
"Eldon Image Series Desk Accessories  Ebony","9.88","2017-10-02"
"Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays","23.65","2017-12-28"
"Eldon Portable Mobile Manager","28.28","2017-07-31"
"Eldon Portable Mobile Manager","28.28","2017-11-18"
"Eldon Portable Mobile Manager","28.28","2017-11-21"
"Eldon ProFile File N Store Portable File Tub Letter/Legal Size Black","19.31","2017-09-15"
"Eldon ProFile File N Store Portable File Tub Letter/Legal Size Black","15.448","2017-11-13"
"Eldon Radial Chair Mat for Low to Medium Pile Carpets","31.984","2017-08-13"
"Eldon Radial Chair Mat for Low to Medium Pile Carpets","39.98","2017-11-16"
"Eldon Radial Chair Mat for Low to Medium Pile Carpets","39.980000000000004","2017-12-05"
"Eldon Regeneration Recycled Desk Accessories  Smoke","1.392","2017-08-23"
"Eldon Shelf Savers Cubes and Bins","6.98","2017-06-26"
"Eldon Shelf Savers Cubes and Bins","5.584","2017-10-30"
"Eldon Shelf Savers Cubes and Bins","6.9799999999999995","2017-11-16"
"Eldon Simplefile Box Office","9.952","2017-10-13"
"Eldon Simplefile Box Office","12.44","2017-12-22"
"Eldon Spacemaker Box  Quick-Snap Lid  Clear","2.672","2017-06-25"
"Eldon Spacemaker Box  Quick-Snap Lid  Clear","3.34","2017-10-20"
"Eldon Stackable Tray  Side-Load  Legal  Smoke","9.14","2017-04-22"
"Eldon Stackable Tray  Side-Load  Legal  Smoke","9.14","2017-05-14"
"Eldon Wave Desk Accessories","2.08","2017-05-29"
"Eldon Wave Desk Accessories","4.712","2017-09-09"
"Eldon Wave Desk Accessories","5.89","2017-09-25"
"Eldon Wave Desk Accessories","5.89","2017-11-09"
"Eldon Wave Desk Accessories","5.890000000000001","2017-12-01"
"Electrix Architects Clamp-On Swing Arm Lamp  Black","95.46000000000001","2017-05-27"
"Electrix Fluorescent Magnifier Lamps & Weighted Base","49.34","2017-08-29"
"Electrix Halogen Magnifier Lamp","155.44","2017-12-10"
"Electrix Halogen Magnifier Lamp","77.72","2017-12-11"
"Elite 5 Scissors","6.76","2017-12-03"
"Enermax Aurora Lite Keyboard","78.15","2017-11-05"
"Enermax Briskie RF Wireless Keyboard and Mouse Combo","20.77","2017-06-29"
"Enermax Briskie RF Wireless Keyboard and Mouse Combo","20.77","2017-11-27"
"Enermax Briskie RF Wireless Keyboard and Mouse Combo","16.616","2017-12-11"
"Epson TM-T88V Direct Thermal Printer - Monochrome - Desktop","93.285","2017-11-13"
"Eureka Disposable Bags for Sanitaire Vibra Groomer I Upright Vac","0.812","2017-06-08"
"Eureka Recycled Copy Paper 8 1/2 x 11  Ream","5.184","2017-09-07"
"Eureka Sanitaire  Commercial Upright","33.142","2017-12-17"
"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright  Disposable Bags","3.496","2017-06-01"
"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright  Disposable Bags","3.496","2017-06-03"
"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright  Disposable Bags","4.37","2017-07-21"
"Eureka The Boss Cordless Rechargeable Stick Vac","50.98","2017-05-06"
"Eureka The Boss Cordless Rechargeable Stick Vac","40.784","2017-09-07"
"Eureka The Boss Cordless Rechargeable Stick Vac","50.980000000000004","2017-12-05"
"Eureka The Boss Lite 10-Amp Upright Vacuum  Blue","80.16","2017-11-10"
"Eureka The Boss Lite 10-Amp Upright Vacuum  Blue","80.16","2017-12-07"
"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum  Red","83.72","2017-11-04"
"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum  Red","104.65","2017-12-30"
"Euro Pro Shark Stick Mini Vacuum","48.784","2017-03-10"
"Euro Pro Shark Stick Mini Vacuum","12.196","2017-09-23"
"Executive Impressions 12 Wall Clock","14.136000000000001","2017-04-20"
"Executive Impressions 12 Wall Clock","14.136","2017-11-06"
"Executive Impressions 13-1/2 Indoor/Outdoor Wall Clock","18.7","2017-11-19"
"Executive Impressions 14","22.23","2017-06-30"
"Executive Impressions 14 Contract Wall Clock","22.23","2017-02-20"
"Executive Impressions 14 Contract Wall Clock","17.784","2017-11-11"
"Executive Impressions 14 Two-Color Numerals Wall Clock","22.72","2017-10-15"
"Executive Impressions 14 Two-Color Numerals Wall Clock","18.176","2017-12-23"
"Executive Impressions 16-1/2 Circular Wall Clock","26.72","2017-03-11"
"Executive Impressions Supervisor Wall Clock","42.1","2017-06-27"
"Executive Impressions Supervisor Wall Clock","42.099999999999994","2017-10-16"
"Executive Impressions Supervisor Wall Clock","42.1","2017-11-26"
"Faber Castell Col-Erase Pencils","4.89","2017-04-15"
"Faber Castell Col-Erase Pencils","4.89","2017-04-30"
"Fashion Color Clasp Envelopes","5.41","2017-05-14"
"Fellowes 8 Outlet Superior Workstation Surge Protector","41.71","2017-05-28"
"Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection","6.723999999999999","2017-03-31"
"Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection","33.62","2017-07-11"
"Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection","26.896","2017-08-23"
"Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection","33.62","2017-11-02"
"Fellowes Advanced Computer Series Surge Protectors","26.49","2017-12-02"
"Fellowes Bankers Box Staxonsteel Drawer File/Stacking System","51.984","2017-07-25"
"Fellowes Bankers Box Staxonsteel Drawer File/Stacking System","51.984","2017-11-24"
"Fellowes Bankers Box Staxonsteel Drawer File/Stacking System","64.97999999999999","2017-12-10"
"Fellowes Bankers Box Stor/Drawer Steel Plus","25.584","2017-02-20"
"Fellowes Bankers Box Stor/Drawer Steel Plus","25.584","2017-05-12"
"Fellowes Bankers Box Stor/Drawer Steel Plus","25.584","2017-09-29"
"Fellowes Bankers Box Stor/Drawer Steel Plus","31.98","2017-11-18"
"Fellowes Bankers Box Stor/Drawer Steel Plus","31.98","2017-12-25"
"Fellowes Bases and Tops For Staxonsteel/High-Stak Systems","33.29","2017-02-17"
"Fellowes Bases and Tops For Staxonsteel/High-Stak Systems","33.29","2017-08-03"
"Fellowes Bases and Tops For Staxonsteel/High-Stak Systems","33.29","2017-09-09"
"Fellowes Bases and Tops For Staxonsteel/High-Stak Systems","33.29","2017-11-16"
"Fellowes Bases and Tops For Staxonsteel/High-Stak Systems","33.29","2017-11-24"
"Fellowes Basic Home/Office Series Surge Protectors","12.98","2017-03-18"
"Fellowes Basic Home/Office Series Surge Protectors","10.384","2017-05-13"
"Fellowes Basic Home/Office Series Surge Protectors","12.98","2017-05-20"
"Fellowes Basic Home/Office Series Surge Protectors","12.98","2017-09-02"
"Fellowes Basic Home/Office Series Surge Protectors","12.98","2017-09-12"
"Fellowes Basic Home/Office Series Surge Protectors","10.384","2017-12-01"
"Fellowes Binding Cases","9.360000000000001","2017-04-01"
"Fellowes Binding Cases","2.34","2017-06-17"
"Fellowes Black Plastic Comb Bindings","1.743","2017-02-03"
"Fellowes Black Plastic Comb Bindings","4.648","2017-04-30"
"Fellowes Black Plastic Comb Bindings","4.648","2017-12-05"
"Fellowes Command Center 5-outlet power strip","67.84","2017-08-21"
"Fellowes Command Center 5-outlet power strip","13.568000000000001","2017-11-25"
"Fellowes Desktop Hanging File Manager","13.43","2017-09-24"
"Fellowes High-Stak Drawer Files","176.19","2017-05-20"
"Fellowes High-Stak Drawer Files","176.19","2017-09-02"
"Fellowes Mighty 8 Compact Surge Protector","20.27","2017-05-08"
"Fellowes Mobile File Cart  Black","49.74400000000001","2017-01-21"
"Fellowes Mobile File Cart  Black","49.744","2017-07-10"
"Fellowes Mobile File Cart  Black","62.18","2017-08-01"
"Fellowes Mobile File Cart  Black","62.18","2017-12-02"
"Fellowes Mobile File Cart  Black","62.18","2017-12-21"
"Fellowes Neat Ideas Storage Cubes","25.983999999999998","2017-11-12"
"Fellowes Officeware Wire Shelving","89.83","2017-03-21"
"Fellowes Officeware Wire Shelving","71.864","2017-03-23"
"Fellowes Officeware Wire Shelving","71.864","2017-06-11"
"Fellowes Officeware Wire Shelving","89.83","2017-09-09"
"Fellowes Officeware Wire Shelving","89.83","2017-11-30"
"Fellowes PB200 Plastic Comb Binding Machine","169.99","2017-07-01"
"Fellowes PB200 Plastic Comb Binding Machine","169.99","2017-07-31"
"Fellowes PB300 Plastic Comb Binding Machine","310.392","2017-08-18"
"Fellowes PB300 Plastic Comb Binding Machine","387.99","2017-08-19"
"Fellowes PB300 Plastic Comb Binding Machine","310.392","2017-09-26"
"Fellowes PB300 Plastic Comb Binding Machine","310.392","2017-11-10"
"Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind","254.198","2017-09-10"
"Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind","1016.792","2017-10-13"
"Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind","254.198","2017-11-19"
"Fellowes Personal Hanging Folder Files  Navy","15.58","2017-06-10"
"Fellowes Personal Hanging Folder Files  Navy","15.58","2017-08-12"
"Fellowes Personal Hanging Folder Files  Navy","12.464","2017-12-01"
"Fellowes Personal Hanging Folder Files  Navy","15.58","2017-12-22"
"Fellowes Powershred HS-440 4-Sheet High Security Shredder","154.99","2017-10-01"
"Fellowes Premier Superior Surge Suppressor  10-Outlet  With Phone and Remote","48.92","2017-08-15"
"Fellowes Premier Superior Surge Suppressor  10-Outlet  With Phone and Remote","48.92","2017-09-11"
"Fellowes Premier Superior Surge Suppressor  10-Outlet  With Phone and Remote","48.92","2017-09-29"
"Fellowes Recycled Storage Drawers","111.02999999999999","2017-10-22"
"Fellowes Smart Surge Ten-Outlet Protector  Platinum","60.22","2017-06-16"
"Fellowes Staxonsteel Drawer Files","193.17","2017-02-16"
"Fellowes Staxonsteel Drawer Files","154.536","2017-05-06"
"Fellowes Stor/Drawer Steel Plus Storage Drawers","95.43","2017-05-03"
"Fellowes Stor/Drawer Steel Plus Storage Drawers","95.42999999999999","2017-05-27"
